//ERROR: FILE TOO LARGE FOR MACHINE TRANSLATION

GENOTYPE        MEMBRANE IDENTIFIER              LOCAL DESIGNATION          LOCAL ID  LOCAL HSU LOCATION  LOCAL STATUS
LI9LJ8PFEG3LME  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Holly Levy                 O-2058    XADYNE3             Deceased
LI9LJ8PFEG3LME  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Holly Levy                 O-2236    WZPOL8H             Active
LI9LJ8PFEG3LME  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Holly Levy                 O-3560    NTQ4IAY             Inactive
LI9LJ8PFEG3LME  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Holly Levy                 O-5412    4WBL005             Active
LI9LJ8PFEG3LME  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Holly Levy                 O-8231    OIFPB8J             Deceased
LI9LJ8PFEG3LME  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Holly Landers              O-7163    RZ57OV6             Inactive
LI9LJ8PFEG3LME  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Holly Levy                 O-7028    R72GRKT             Unknown
LI9LJ8PFEG3LME  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Holly Levy                 O-2416    JYOORQ3             Active
LI9LJ8PFEG3LME  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Holly Levy                 O-2485    OBNXN8I             Active
LI9LJ8PFEG3LME  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Holly Levy                 O-3940    QK9KA86             Inactive
LI9LJ8PFEG3LME  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Holly Levy                 O-5009    4U73O1M             Active
LI9LJ8PFEG3LME  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Holly Murer                O-9816    ZJFIQLE             Deceased
LI9LJ8PFEG3LME  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Holly Levy                 O-3702    T1AUSPD             Inactive
LI9LJ8PFEG3LME  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Holly Levy                 O-9833    XSJAXYA             Inactive
LI9LJ8PFEG3LME  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Holly Levy                 O-8857    W26RLWO             Deceased
LI9LJ8PFEG3LME  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Holly Levy                 O-5290    ERUDYRY             Deceased
LI9LJ8PFEG3LME  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Holly Levy                 O-5313    2HO6WD6             Inactive
LI9LJ8PFEG3LME  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Holly Levy                 O-3721    T8ZRT3H             Unknown
LI9LJ8PFEG3LME  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Holly Levy                 O-9646    CX20CLC             Inactive
LI9LJ8PFEG3LME  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Holly Levy                 O-6096    QJ0FZ0P             Inactive
LI9LJ8PFEG3LME  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Holly McIntosh             O-1168    JPR38O4             Deceased
LI9LJ8PFEG3LME  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Holly Levy                 O-3942    K5EBVDD             Inactive
LI9LJ8PFEG3LME  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Holly Levy                 O-5495    4GA23HC             Active
LI9LJ8PFEG3LME  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Holly Levy                 O-8650    31MWFVL             Deceased
LI9LJ8PFEG3LME  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Holly Levy                 O-8798    8Y17NRJ             Active
LI9LJ8PFEG3LME  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Holly Levy                 O-7971    SIXUOM1             Inactive
LI9LJ8PFEG3LME  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Holly Levy                 O-5555    1YZRH9W             Inactive
LI9LJ8PFEG3LME  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Holly Ecker                O-6461    D0M6SNP             Deceased
LI9LJ8PFEG3LME  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Holly Levy                 O-3364    XEH22TM             Deceased
LI9LJ8PFEG3LME  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Holly Tyree                O-1572    HMEIW3L             Inactive
LI9LJ8PFEG3LME  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Holly Levy                 O-4789    7MHO4KC             Active
LI9LJ8PFEG3LME  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Holly Levy                 O-2619    DWF7WZ5             Active
LI9LJ8PFEG3LME  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Holly Fleisher             O-6862    7OA4D34             Active
LI9LJ8PFEG3LME  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Holly Levy                 O-4038    DQ2W3PU             Active
LI9LJ8PFEG3LME  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Holly Levy                 O-1731    LVIVFKF             Inactive
LI9LJ8PFEG3LME  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Holly Levy                 O-1113    NFSXDNU             Deceased
LI9LJ8PFEG3LME  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Holly Levy                 O-4267    SC5G3QJ             Unknown
LI9LJ8PFEG3LME  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Holly Levy                 O-1821    8DOTAQ3             Deceased
LI9LJ8PFEG3LME  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Holly Levy                 O-7895    6P2B5R1             Active
LI9LJ8PFEG3LME  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Holly Maldonado            O-4936    A6MQOZT             Inactive
LI9LJ8PFEG3LME  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Holly Hayes                O-4541    JSGAPKV             Active
LI9LJ8PFEG3LME  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Holly Levy                 O-9935    O7P98LN             Unknown
LI9LJ8PFEG3LME  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Holly Levy                 O-9035    S4BF4MR             Unknown
LI9LJ8PFEG3LME  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Holly Levy                 O-4191    Z0WH63R             Deceased
LI9LJ8PFEG3LME  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Holly Spencer              O-3258    FS0O1ZY             Active
LI9LJ8PFEG3LME  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Holly Levy                 O-1500    UITUGIR             Unknown
LI9LJ8PFEG3LME  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Holly Levy                 O-8880    SMC7GNS             Deceased
LI9LJ8PFEG3LME  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Holly Levy                 O-6568    CKLUNBT             Inactive
V25ZDY7PQSILOZ  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  Isa Cantimori              O-4035    2U2TRDI             Inactive
V25ZDY7PQSILOZ  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  Isa Cantimori              O-2711    OZUHVY8             Active
V25ZDY7PQSILOZ  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  Isa Cantimori              O-6252    WSUXDAH             Inactive
V25ZDY7PQSILOZ  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  Isa Cantimori              O-3248    NTK0P8D             Active
V25ZDY7PQSILOZ  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  Isa Cantimori              O-8806    HO4NXF1             Active
V25ZDY7PQSILOZ  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  Isa Cantimori              O-3465    X0BYEID             Inactive
V25ZDY7PQSILOZ  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  Isa Cantimori              O-4952    XR0UZUP             Deceased
V25ZDY7PQSILOZ  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  Isa Cantimori              O-8533    207KBLP             Deceased
V25ZDY7PQSILOZ  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  Isa Cantimori              O-7465    AS2CEFG             Deceased
V25ZDY7PQSILOZ  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  Isa Cantimori              O-6532    K037TG8             Active
V25ZDY7PQSILOZ  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  Isa Cantimori              O-4075    1T891E0             Deceased
V25ZDY7PQSILOZ  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  Isa Neveu                  O-4609    BTF0OXP             Deceased
V25ZDY7PQSILOZ  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  Isa Cantimori              O-3948    Y7DW3MX             Inactive
V25ZDY7PQSILOZ  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  Isa Cantimori              O-3317    IJW9D7M             Active
V25ZDY7PQSILOZ  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  Isa Frazer                 O-2268    16WFNRA             Unknown
V25ZDY7PQSILOZ  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  Isa Cantimori              O-3889    H8KKHZ8             Deceased
V25ZDY7PQSILOZ  M-6GEJ-WBFG-1NMA-CU5I-Z4GX-E2ID  Isa Cantimori              O-8866    8WM0R0V             Inactive
V25ZDY7PQSILOZ  M-BXPW-W1MY-GSNZ-ITCT-ACO2-DZ1X  Isa Armstrong              O-7107    30LZ4KT             Deceased
V25ZDY7PQSILOZ  M-I1DY-HOSD-8AI8-WST9-BY3T-HFAG  Isa Gillies                O-1840    KM9XHNK             Deceased
V25ZDY7PQSILOZ  M-2WXB-OQAM-62O4-XXR1-AJ1H-KD7R  Isa Sarver                 O-9240    XSUAFPR             Inactive
V25ZDY7PQSILOZ  M-SO1O-5HQC-166U-1QZR-A6C3-EZMN  Isa Cantimori              O-9528    92LWWZJ             Inactive
V25ZDY7PQSILOZ  M-HBT7-O26Z-ZFSA-ZVQY-MLD1-16AT  Isa Cantimori              O-8028    WKJVG07             Unknown
V25ZDY7PQSILOZ  M-UJHO-ADM3-BNH3-XSY8-AH4V-7Y2O  Isa Cantimori              O-6591    GLPSGQ7             Deceased
V25ZDY7PQSILOZ  M-PNR3-VVWK-BANE-VSYW-2Z8L-OXB4  Isa Cantimori              O-6190    VLXALXL             Active
V25ZDY7PQSILOZ  M-WE0T-COV5-Q28W-WTIQ-171X-ETNS  Isa Cantimori              O-8842    E1ZMLE4             Deceased
V25ZDY7PQSILOZ  M-SI3I-0RA2-MXGR-4CHX-ORY2-TBAJ  Isa Cantimori              O-5638    7ADHVKY             Active
V25ZDY7PQSILOZ  M-QRUQ-5OZC-0IB4-VNF9-2FJ9-M0WY  Isa Corso                  O-1857    B0BAWMQ             Active
V25ZDY7PQSILOZ  M-ZEIW-5V8R-IU1I-7T68-7D0W-BNCB  Isa Cantimori              O-8304    HES98UN             Unknown
V25ZDY7PQSILOZ  M-MZ9N-1A60-5510-FCHF-JTWB-V6CJ  Isa Cantimori              O-9210    RYVLB7R             Inactive
V25ZDY7PQSILOZ  M-JLBI-99XM-CHJF-VUZH-XBNB-2G35  Isa Sarver                 O-8164    STJ4WDI             Unknown
V25ZDY7PQSILOZ  M-6VNR-1BPQ-X0EQ-9Y05-HOX7-2CTY  Isa Cantimori              O-2171    KMLUGJT             Deceased
V25ZDY7PQSILOZ  M-4ONU-TAQC-SGMO-WGVB-23S5-QJH8  Isa Cantimori              O-8059    UV9YK46             Inactive
V25ZDY7PQSILOZ  M-KR3N-S5C4-CYWM-X47W-JC72-LLJB  Isa Cantimori              O-4831    XHMNURQ             Deceased
V25ZDY7PQSILOZ  M-3WF9-TYIV-HPJB-GDUW-ESM7-TJO7  Isa Cantimori              O-6188    LS6UMGT             Inactive
V25ZDY7PQSILOZ  M-65VO-LPW9-H2T6-0DKN-QBEI-V5QG  Isa Belcastro              O-2568    G2GAJH6             Deceased
V25ZDY7PQSILOZ  M-RKY3-9MSU-HHCX-D4K1-2K4O-TY6B  Isa Cantimori              O-6333    2HO2L36             Active
V25ZDY7PQSILOZ  M-H8QR-EGMB-PO6A-0394-K9YT-AWKW  Isa Cantimori              O-5370    DVW0DV5             Inactive
V25ZDY7PQSILOZ  M-1NQK-ABX3-OXVA-5AQB-4BHY-7JB8  Isa Fitzpatrick            O-5599    M6RBW29             Inactive
V25ZDY7PQSILOZ  M-K9ET-ANAV-Y4Z1-0CAN-1DWC-H89J  Isa Cantimori              O-7203    3O93CAN             Deceased
V25ZDY7PQSILOZ  M-TWY8-OWYS-LR9B-7D2A-WAMA-KYL2  Isa Halty                  O-4073    23YBXA4             Deceased
V25ZDY7PQSILOZ  M-B364-X80M-A4AN-ZCGB-GHPI-C9QY  Isa Cantimori              O-8445    A7UJXTI             Unknown
V25ZDY7PQSILOZ  M-KVQH-W884-L67V-Z34N-0XAD-CPLU  Isa Cantimori              O-2233    6K4JUX4             Inactive
V25ZDY7PQSILOZ  M-4K4C-JC0C-NIUB-STZB-5FB3-EUMM  Isa Cantimori              O-9885    5Y8WO78             Deceased
V25ZDY7PQSILOZ  M-NCSO-8NV4-K5ML-D6VJ-F5HQ-J34H  Isa Wegner                 O-6333    2O9I3TK             Inactive
V25ZDY7PQSILOZ  M-79H6-NSPJ-8RZG-TLDA-WZ1X-GO89  Isa Cantimori              O-3971    28YPUAM             Active
V25ZDY7PQSILOZ  M-U2XJ-N5DU-ILR9-GYR2-PDMW-GOZ4  Isa Cantimori              O-3154    9729J07             Inactive
V25ZDY7PQSILOZ  M-1H3T-BHAT-BHMU-4F6C-NF8I-4E48  Isa Ladish                 O-5775    EFTRMT7             Inactive
V25ZDY7PQSILOZ  M-I9HD-BL2F-D2SF-CTSA-L888-M67J  Isa Cantimori              O-2953    EZOIC6H             Active
V25ZDY7PQSILOZ  M-HKIB-QQAW-N5LC-96RZ-PHRC-X0A4  Isa Cantimori              O-1326    SVA4A8E             Inactive
V25ZDY7PQSILOZ  M-W776-G6VL-B761-D1YW-162G-IPAO  Isa Cantimori              O-8587    LF3AWS6             Active
V25ZDY7PQSILOZ  M-QISE-O4WQ-KOOS-TEPR-JAAC-A0WY  Isa Kahan                  O-8935    1GXFHBY             Inactive
V25ZDY7PQSILOZ  M-S5K0-74VH-6SP7-NR7H-LPRY-MGCX  Isa Cantimori              O-7379    JP0QANX             Deceased
V25ZDY7PQSILOZ  M-QL6I-P8O0-W4WT-U5TP-2HVA-YSE2  Isa Cantimori              O-9580    IJHSEEQ             Deceased
V25ZDY7PQSILOZ  M-C30U-J7LM-2XKW-7N18-EZLS-5OXP  Isa Cantimori              O-1624    L1EJ132             Unknown
V25ZDY7PQSILOZ  M-6B6F-UC88-HDFV-H3RZ-TJ06-V7SO  Isa Hanson                 O-1625    9ZRZAAN             Inactive
V25ZDY7PQSILOZ  M-PX59-GV7Y-GLYH-AG20-YLO3-IG0K  Isa Cantimori              O-1983    T0C54TJ             Unknown
V25ZDY7PQSILOZ  M-IV9V-X039-TRZ6-G81V-GQP6-FJYN  Isa Barberio               O-6205    FKNAVQD             Active
V25ZDY7PQSILOZ  M-RAHK-SYGJ-7V1V-WLBP-RZYT-Q5T0  Isa Cantimori              O-4726    5WRSNQP             Deceased
V25ZDY7PQSILOZ  M-T3X2-04F8-6WEX-STQ4-KQ9V-HG94  Isa Cantimori              O-8488    OS6PI6K             Deceased
V25ZDY7PQSILOZ  M-PAOQ-UF6V-QR0Z-AOTD-Q3YA-HO68  Isa Cantimori              O-7530    ZI09MJZ             Active
V25ZDY7PQSILOZ  M-I3I9-57TN-32NZ-PYN1-ZTGB-3146  Isa Cantimori              O-2111    SFWJVGG             Active
V25ZDY7PQSILOZ  M-76FO-R8XB-DPI1-66ZS-8M5I-B3X1  Isa Rothbart               O-3206    R1IGMZD             Unknown
V25ZDY7PQSILOZ  M-P7LY-H5FR-9LC9-2F65-FMW9-QW42  Isa Cantimori              O-1812    DAHWU7E             Active
V25ZDY7PQSILOZ  M-3XCQ-5V5E-JN8T-X93I-K01V-4003  Isa Cantimori              O-2990    IGQWX9P             Inactive
V25ZDY7PQSILOZ  M-QACZ-GXL2-DT4T-2YVN-Q80O-GMHG  Isa Cantimori              O-2778    BWAJGNN             Active
V25ZDY7PQSILOZ  M-SOZZ-4J7C-7JA5-TF7V-CFQE-EJPV  Isa Cantimori              O-8965    Q4I2JJ6             Deceased
V25ZDY7PQSILOZ  M-FOE5-AMWD-26G2-8V84-V1WS-YZ4K  Isa Cantimori              O-1259    1XI5GGV             Deceased
V25ZDY7PQSILOZ  M-BELA-6DBI-8DUQ-EBCU-W7DW-8EWR  Isa Cantimori              O-6794    ITM1MUK             Inactive
V25ZDY7PQSILOZ  M-HWTM-X77P-T345-AWHZ-4845-BRZT  Isa Mitkov                 O-4029    8GX8H0P             Deceased
V25ZDY7PQSILOZ  M-ZB60-WHL7-S43J-TYVB-FE6K-HHUA  Isa Cantimori              O-6642    EH7FL0W             Inactive
V25ZDY7PQSILOZ  M-0N1A-J1QZ-6AXV-BH3M-S7NG-37FF  Isa Cantimori              O-2744    F94LXHQ             Deceased
V25ZDY7PQSILOZ  M-M306-VOLR-R5AI-PLX1-ODMT-B9A8  Isa Cantimori              O-3022    SH0Q243             Inactive
V25ZDY7PQSILOZ  M-LU2J-3OH2-IVXQ-BTES-YFEF-GU6G  Isa Cantimori              O-7612    DYR42CS             Deceased
V25ZDY7PQSILOZ  M-KW2Z-UVEN-31VA-WBXD-YHA3-XH04  Isa Cantimori              O-7094    YU3BTRX             Inactive
V25ZDY7PQSILOZ  M-8455-5410-YV9H-VRHW-RKWJ-8D6W  Isa Viles                  O-9838    PK05Q9D             Inactive
V25ZDY7PQSILOZ  M-SBR8-UCTC-6710-0JR8-A4MA-CQRH  Isa Cantimori              O-8878    USPYN4Q             Inactive
V25ZDY7PQSILOZ  M-AOMM-UQ54-8JN4-N2GV-C6LY-ZR5H  Isa Rasch                  O-6625    86SO5WA             Inactive
V25ZDY7PQSILOZ  M-3YID-15UB-TJ8F-ZGSP-B62R-6XVH  Isa Cantimori              O-7398    TQKTYEQ             Unknown
V25ZDY7PQSILOZ  M-X07F-E3RS-SFT6-I1DC-YLKD-3B65  Isa Cantimori              O-4014    OBJE03C             Deceased
V25ZDY7PQSILOZ  M-O6W3-YOLG-DBQA-7O70-2QWU-WWHJ  Isa Cantimori              O-8654    79VM40T             Active
V25ZDY7PQSILOZ  M-302U-MRNW-4C1H-GX3E-3N3G-LCEJ  Isa Cantimori              O-8983    GBGPIBZ             Inactive
V25ZDY7PQSILOZ  M-NULN-OLI1-ZMA8-V03V-X3G5-XZTE  Isa Cantimori              O-2378    YLWX4W6             Deceased
V25ZDY7PQSILOZ  M-WR1J-2A70-VTG1-G9HT-39S4-X4TC  Isa Cantimori              O-5218    4QL14WF             Active
V25ZDY7PQSILOZ  M-THTS-6IVY-AG17-U98Z-OJNC-UCPX  Isa Cantimori              O-2434    RGUWANB             Inactive
V25ZDY7PQSILOZ  M-VWCY-HZQ1-7YZV-QP4N-7S1A-IK93  Isa Cantimori              O-6392    67CB6RN             Deceased
V25ZDY7PQSILOZ  M-A3PO-RRSR-267J-G7QL-ZA95-KNI9  Isa Cantimori              O-7253    OEDPC00             Inactive
V25ZDY7PQSILOZ  M-O9FB-KPPK-XIYO-JCJQ-GH2U-SVH9  Isa Cantimori              O-8194    ZWQ5HGC             Inactive
V25ZDY7PQSILOZ  M-CPKH-LETW-UQAS-MRHN-QWV7-JCCX  Isa Cantimori              O-2635    TJUADNZ             Active
V25ZDY7PQSILOZ  M-1TYD-UXR3-2F85-EH9T-ZB32-B1EZ  Isa Cantimori              O-9123    5V2HYY1             Active
V25ZDY7PQSILOZ  M-APD5-9J0A-NXQ2-PQB6-9HZG-SLIJ  Isa Cantimori              O-7560    NUW8FTQ             Inactive
V25ZDY7PQSILOZ  M-XCIH-IKVA-P9CF-TV4T-P8SQ-0GEI  Isa Cantimori              O-6740    LIL15P1             Active
V25ZDY7PQSILOZ  M-9624-B7GY-G4H6-AT1D-CQNP-N6MN  Isa Cantimori              O-7213    TD03H8N             Active
V25ZDY7PQSILOZ  M-NG1T-32TQ-89HL-R18R-3N8Z-O7S5  Isa Cantimori              O-5782    YRA2DYS             Inactive
V25ZDY7PQSILOZ  M-GOOJ-3Y5D-UPQ5-FW5O-L18B-LQVK  Isa Hayward                O-3862    SKIOC8M             Active
V25ZDY7PQSILOZ  M-S5W9-8X9Q-X5NO-OJWJ-EE1C-KDMG  Isa Cantimori              O-2714    B37CXWH             Inactive
V25ZDY7PQSILOZ  M-STOW-8RT0-3D18-C5E7-PAHJ-JQAC  Isa Cantimori              O-5746    AIJH88L             Deceased
V25ZDY7PQSILOZ  M-EY7H-YTAO-TPQO-IMRG-MWVK-RYHI  Isa Cantimori              O-6567    SCNRZNZ             Unknown
V25ZDY7PQSILOZ  M-94WJ-5C7C-TMSJ-TLBJ-CNPW-OZYC  Isa Cantimori              O-9467    DWFB473             Inactive
V25ZDY7PQSILOZ  M-TB7X-4ZUP-RYI4-61TQ-SO56-4HWA  Isa Cantimori              O-6752    7DN3QPR             Inactive
V25ZDY7PQSILOZ  M-UMIE-JU3J-FUZ4-FJH3-1C25-DGML  Isa Cantimori              O-5503    K31UMFX             Active
V25ZDY7PQSILOZ  M-38DA-42HM-O7CS-RQG6-49ZM-BZLI  Isa Cantimori              O-4558    I1VF0HA             Active
V25ZDY7PQSILOZ  M-GBE2-P16N-96KK-R3ON-MNPH-HYLL  Isa Franklin               O-2619    I47MVW8             Active
V25ZDY7PQSILOZ  M-55AE-RAJE-X432-YP6X-AYTU-G5PB  Isa Ackerson               O-4631    H1A2ZOD             Deceased
V25ZDY7PQSILOZ  M-UL9Y-KDBR-026U-0258-XGXW-9WY7  Isa Bickel                 O-1864    F5ORS3H             Inactive
V25ZDY7PQSILOZ  M-Q1HS-F0FA-P8UG-BU4T-3MC5-TM6I  Isa Cantimori              O-6816    IW7NHB4             Deceased
V25ZDY7PQSILOZ  M-2U79-H2C8-WBIS-6SL9-X5E2-IZ7C  Isa Menges                 O-9376    4U6EZ3Z             Inactive
V25ZDY7PQSILOZ  M-LE3X-T3ND-49ZV-3F2X-6WT9-MLXL  Isa Cantimori              O-2132    IPQ52TC             Active
V25ZDY7PQSILOZ  M-ADHX-IEAD-W4YD-9OO3-YEY6-20GS  Isa Cantimori              O-5703    C01X1UD             Deceased
V25ZDY7PQSILOZ  M-DR5V-G70A-QSXQ-V04Z-9W88-RYXS  Isa Cantimori              O-5582    5HYHN29             Active
V25ZDY7PQSILOZ  M-HZLH-X0SJ-7ZU1-JO6Y-EXXR-18H8  Isa Cantimori              O-9766    IA9NUEM             Deceased
V25ZDY7PQSILOZ  M-K87F-1HBP-3NOR-WSNZ-9NT6-FCQU  Isa Lambdin                O-2016    HEX9VO6             Deceased
V25ZDY7PQSILOZ  M-0J43-BG0J-SM7Y-3MRZ-YF85-APCV  Isa Cantimori              O-8310    P7V0KEG             Active
V25ZDY7PQSILOZ  M-K7RN-OK2H-RMPS-NHNX-WE9J-VY6W  Isa Cantimori              O-2677    5FZQR09             Active
V25ZDY7PQSILOZ  M-63IA-EVUK-HITE-YN4H-UZGQ-79MQ  Isa Dureux                 O-2707    NH7MAZA             Deceased
V25ZDY7PQSILOZ  M-1KJ5-Q29W-A4RV-B1D6-1ELE-YJ9I  Isa Cantimori              O-5420    PQSHP05             Deceased
V25ZDY7PQSILOZ  M-J1Z6-RQZ6-R2J3-LZ4O-I6E3-6JF3  Isa Cantimori              O-7672    WEXGGHP             Deceased
V25ZDY7PQSILOZ  M-WKY2-XH1S-LAVY-DDET-EUDJ-RJUC  Isa Ross                   O-5103    JCQCX3M             Inactive
V25ZDY7PQSILOZ  M-J661-FFMA-W5KH-17JK-A1RL-DFLF  Isa Cantimori              O-8164    5K7DNM3             Deceased
V25ZDY7PQSILOZ  M-2UYM-F5LM-ZVS1-KAMG-XVCH-362H  Isa Cantimori              O-1777    6ZWUY6A             Deceased
V25ZDY7PQSILOZ  M-L3J0-2J9D-V09V-QA40-U7SG-OR99  Isa Cantimori              O-9590    RDT5OLJ             Active
V25ZDY7PQSILOZ  M-OLXR-DDM5-2RBM-WVUP-VOGU-B1ZX  Isa Cantimori              O-7475    ABJLTTD             Unknown
V25ZDY7PQSILOZ  M-0MX5-OV23-3JLR-VSAR-OD39-8SE8  Isa Cantimori              O-5771    FRJM5XU             Active
V25ZDY7PQSILOZ  M-NCUA-LP8X-VA01-QQQG-YHSN-JD4D  Isa Bonnell                O-8547    GVEBNBZ             Inactive
V25ZDY7PQSILOZ  M-OYF7-8ZYI-IYSM-B2RO-KY5V-1JB8  Isa Knight                 O-2119    OAWRKP2             Inactive
V25ZDY7PQSILOZ  M-WXL0-90ZK-HQVX-KAY5-LRT1-8EE5  Isa Cantimori              O-9750    97HJRD4             Inactive
V25ZDY7PQSILOZ  M-0ECV-HJLF-XHLL-O7JR-9HEU-G4EJ  Isa Cantimori              O-2993    IX132Z1             Inactive
V25ZDY7PQSILOZ  M-99JK-ZJ9R-SQA5-YDC8-FQAD-ZNRN  Isa Cantimori              O-2735    INH2IPK             Active
V25ZDY7PQSILOZ  M-IC20-ATY6-A2VI-9BPN-H327-7N25  Isa Cantimori              O-2882    SO3AKTV             Active
TMYXTPPZ30VHCA  M-IT4V-23W8-POK5-QKMX-PFPR-Y26H  James Garza                O-3601    AX4IELG             Inactive
TMYXTPPZ30VHCA  M-OUXG-W3LZ-2XCU-U6HJ-1FXY-X73U  James Garza                O-2172    TCDNU08             Deceased
TMYXTPPZ30VHCA  M-38MJ-OL7P-WWGI-GPLV-DUD2-I2CS  James Garza                O-6682    7MIUL8G             Inactive
TMYXTPPZ30VHCA  M-7G0S-EIUR-0DNY-RCLQ-ZW78-Z9DL  James Garza                O-4878    XOYCARQ             Inactive
TMYXTPPZ30VHCA  M-4BVC-4ALA-53MI-VOLO-BYSC-BWEA  James Garza                O-6069    SNJHUIH             Deceased
TMYXTPPZ30VHCA  M-JWDW-5E37-COYC-WSXZ-2N3Y-0C5K  James Garza                O-6920    A7UYOVY             Inactive
TMYXTPPZ30VHCA  M-LS6B-RAJH-7V2H-7YF0-AOFG-0I1T  James Snyder               O-1538    LEPYYMU             Active
TMYXTPPZ30VHCA  M-A2KY-3PJG-02LM-I2QC-FQEB-ZP1D  James Garza                O-1196    BVP8UPN             Active
TMYXTPPZ30VHCA  M-HCYL-7YUC-0NAZ-ZUOS-LWRF-N2SI  James Garza                O-2964    JGGE4ZA             Active
TMYXTPPZ30VHCA  M-8CBJ-D03V-AHQ0-17IB-HIV5-11MU  James Garza                O-9246    Y3G9R17             Deceased
TMYXTPPZ30VHCA  M-BW0D-8W0P-TQN4-XK9A-TPYS-DX1N  James Garza                O-5306    PX67NRM             Active
TMYXTPPZ30VHCA  M-NP7E-GXQH-0RHR-A0WN-RBHK-UOO6  James Garza                O-8377    JJOLF6Q             Deceased
TMYXTPPZ30VHCA  M-JVLM-C4QO-5MZS-YVI6-AGEG-DRA3  James Garza                O-2653    13J9331             Inactive
TMYXTPPZ30VHCA  M-2KBC-QQ39-BB5V-LDE5-A3VX-ADZ5  James Garza                O-3332    0OUT5XW             Unknown
TMYXTPPZ30VHCA  M-3LKN-JH31-VST1-3N7O-T0RX-0WU6  James Corbett              O-9896    LJYHVXW             Deceased
TMYXTPPZ30VHCA  M-BJFJ-6M2Y-VFJF-GPZ3-HDA3-TNCX  James Garza                O-5774    8TBH7AA             Inactive
